what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417447891921
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417447898077
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417447909935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417447923404
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417447926367
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1417447931618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1417447934626
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1417447936182
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1417447942964
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417447946498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447950715
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447950849
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417447950974
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417447953637
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.navigate.backwardHistory",1417447953639
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447958895
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447959037
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417447959113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447984354
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417447985305
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417447986782
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.navigate.backwardHistory",1417447986784
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1417447996673
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1417448000020
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1417448001451
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448004969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448005818
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.debug",1417448010611
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417448011367
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1417448012930
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448016796
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1417448021597
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1417448021640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448025673
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.BreakpointView",1417448031656
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1417448036572
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Resume",1417448037865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448052020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448090818
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417448092557
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1417448107650
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448143764
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448170116
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417448175979
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448188030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417448196563
