what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442224929
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442236736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442237149
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442250760
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1417442253018
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1417442273141
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417442274092
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442278756
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1417442279988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442280001
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442282829
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417442293439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442326714
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1417442329840
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417442336520
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442339852
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1417442342205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442342218
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442343633
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442579948
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1417442591117
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442604555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442673356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442677411
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442858569
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442867144
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442869032
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442870972
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417442871076
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417442928954
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.toggle.comment",1417442965875
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.toggle.comment",1417442967814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417443001857
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417443006590
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417443006786
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417443021342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417443029406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417443036936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417443062752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1417443063807
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1417443070856
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443093571
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443093946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443094242
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443094658
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1417443101524
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417443102484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443106594
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443106776
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443106976
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417443107188
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443107236
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443108733
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1417443110796
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1417443112888
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1417443117019
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417443127291
